ID ,SC,RAZON,FIn,Fter,TASA,ZC,TM,Pt,CP,EC,Md,ISPknn,Plz,MFCZ
2268,ACTIVO,RECUPERACION,2025-04-23 00:00:00,2029-04-18 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,54190,60,2026,7090.618333,1.013465213,1.177104373
2269,ACTIVO,ACTIVO,2024-04-25 00:00:00,2027-04-22 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,7969,34,2024,7089.315,-0.527833046,-0.838197499
2270,ACTIVO,ACTIVO,2024-03-27 00:00:00,2027-03-24 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,1470,38,2024,7086.62,-0.527833046,-0.29642852
2271,ACTIVO,ACTIVO,2024-06-28 00:00:00,2028-06-23 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,9870,24,2024,7084.061667,1.013465213,0.991824507
2272,ACTIVO,RECUPERACION,2024-10-18 00:00:00,2028-10-13 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,1408,48,2025,7083.535,1.013465213,1.396594492
2273,ACTIVO,ACTIVO,2024-08-02 00:00:00,2028-07-28 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,7820,46,2025,7082.698333,1.013465213,2.65245428
2274,ACTIVO,RECUPERACION,2025-05-30 00:00:00,2029-05-25 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,DIDI,56535,44,2026,7082.675,1.013465213,0.105160499
2275,ACTIVO,ACTIVO,2023-08-30 00:00:00,2026-08-26 00:00:00,28,CDMX Y AREA METROPOLITANA,ICE,UBER,55767,63,2023,7082.21,-0.527833046,-0.303500372
2276,ACTIVO,RECUPERACION,2025-01-31 00:00:00,2029-01-26 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,15350,30,2026,7079.608333,1.013465213,0.132571762
2277,ACTIVO,ACTIVO,2024-11-29 00:00:00,2027-08-13 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,52928,41,2023,7077.37,-0.972438313,-1.115843481
2278,QUEBRANTADO,DEMANDA,2025-02-21 00:00:00,2029-02-16 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,DIDI,2100,43,2025,7073.655,1.013465213,1.494236584
2279,ACTIVO,ACTIVO,2024-12-27 00:00:00,2028-12-22 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,56613,47,2025,7064.316667,1.013465213,1.793285125
2280,ACTIVO,ACTIVO,2025-03-21 00:00:00,2028-01-21 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,54170,43,2024,7063.5,-0.764955855,-0.951370772
2281,ACTIVO,RECUPERACION,2024-08-30 00:00:00,2028-08-25 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,DIDI,14270,29,2025,7062.096667,1.013465213,0.842659435
2282,ACTIVO,RECUPERACION,2024-10-31 00:00:00,2028-10-26 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,DIDI,54910,41,2025,7056.858571,1.013465213,1.322804511
2283,ACTIVO,ACTIVO,2024-06-21 00:00:00,2028-06-16 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,7240,42,2024,7056.653333,1.013465213,0.939364361
2284,ACTIVO,RECUPERACION,2024-12-13 00:00:00,2028-12-08 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,DIDI,9860,23,2025,7055.773333,1.013465213,1.582456625
2285,ACTIVO,ACTIVO,2023-05-10 00:00:00,2026-05-06 00:00:00,27,TIJUANA,ICE,UBER,22253,27,2023,7052.64,-0.527833046,-1.174910837
2286,ACTIVO,ACTIVO,2023-09-13 00:00:00,2026-09-09 00:00:00,28,CDMX Y AREA METROPOLITANA,HEV,UBER,55719,28,2024,7052.543333,-0.527833046,-0.055884892
2287,ACTIVO,RECUPERACION,2023-11-22 00:00:00,2026-11-18 00:00:00,28,CDMX Y AREA METROPOLITANA,ICE,UBER,14739,24,2024,7052.218333,-0.527833046,-1.001644078
2288,ACTIVO,ACTIVO,2024-06-28 00:00:00,2028-06-23 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,1180,41,2025,7050.265,1.013465213,0.991824507
2289,ACTIVO,ACTIVO,2023-02-22 00:00:00,2026-02-18 00:00:00,26,CDMX Y AREA METROPOLITANA,ICE,UBER,56623,44,2023,7049.038571,-0.527833046,-1.158691349
2290,ACTIVO,ACTIVO,2025-02-28 00:00:00,2029-02-23 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,5280,54,2025,7048.835714,1.013465213,1.414953531
2291,ACTIVO,RECUPERACION,2025-05-23 00:00:00,2028-05-19 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,2300,39,2025,7045.565,-0.527833046,-0.632403996
2292,ACTIVO,RECUPERACION,2023-06-28 00:00:00,2026-06-24 00:00:00,27,CDMX Y AREA METROPOLITANA,ICE,UBER,13273,34,2023,7042.28375,-0.527833046,-1.203085039
2293,ACTIVO,ACTIVO,2023-10-24 00:00:00,2026-10-20 00:00:00,28,CDMX Y AREA METROPOLITANA,HEV,UBER,57000,27,2024,7038.728571,-0.527833046,-0.137685801
2294,ACTIVO,ACTIVO,2024-02-26 00:00:00,2027-02-22 00:00:00,28.75,CDMX Y AREA METROPOLITANA,HEV,UBER,6720,56,2024,7036.431667,-0.527833046,-0.249068453
2295,ACTIVO,ACTIVO,2024-09-27 00:00:00,2028-09-22 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,7460,37,2025,7035.648333,1.013465213,1.396594492
2296,ACTIVO,RECUPERACION,2025-03-21 00:00:00,2029-03-16 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,54830,38,2026,7030.278333,1.013465213,-0.184560449
2297,ACTIVO,RECUPERACION,2024-11-22 00:00:00,2027-11-19 00:00:00,29.75,JALISCO,ICE,UBER,45685,55,2024,7028.106667,-0.527833046,-1.041700988
2298,QUEBRANTADO,DEMANDA,2025-05-16 00:00:00,2026-01-16 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,52777,51,2026,7027.713333,-4.173596236,-0.000550198
2299,ACTIVO,RECUPERACION,2024-07-31 00:00:00,2028-07-26 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,53690,42,2025,7027.361429,1.013465213,2.667895781
2300,ACTIVO,RECUPERACION,2024-03-21 00:00:00,2027-03-18 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,55998,58,2024,7025.141429,-0.527833046,-0.838197499
2301,ACTIVO,ACTIVO,2025-04-25 00:00:00,2029-04-20 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,5050,54,2026,7021.431667,1.013465213,-0.000550198
2302,ACTIVO,RECUPERACION,2025-01-24 00:00:00,2029-01-19 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,56530,49,2025,7021.233333,1.013465213,1.183617484
2303,ACTIVO,ACTIVO,2024-11-29 00:00:00,2027-11-26 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,56613,31,2024,7021.203333,-0.527833046,-0.852913318
2304,ACTIVO,RECUPERACION,2024-04-11 00:00:00,2027-04-08 00:00:00,29.75,JALISCO,ICE,UBER,44720,31,2024,7020.838333,-0.527833046,-1.103838732
2305,ACTIVO,ACTIVO,2024-01-31 00:00:00,2027-01-27 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,52987,58,2024,7020.765,-0.527833046,-0.908495439
2306,ACTIVO,ACTIVO,2025-04-25 00:00:00,2029-04-20 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,DIDI,1840,45,2026,7018.855,1.013465213,0.105160499
2307,ACTIVO,RECUPERACION,2025-02-28 00:00:00,2028-02-25 00:00:00,29.75,JALISCO,ICE,UBER,45560,52,2025,7018.376667,-0.527833046,-0.930453873
2308,ACTIVO,RECUPERACION,2024-12-06 00:00:00,2028-12-01 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,54190,51,2025,7014.365,1.013465213,1.607422993
2309,ACTIVO,ACTIVO,2024-10-31 00:00:00,2027-10-28 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,1139,50,2024,7013.226667,-0.527833046,-0.339020125
2310,ACTIVO,ACTIVO,2025-01-31 00:00:00,2029-01-26 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,9940,52,2025,7009.45,1.013465213,2.152419031
2311,QUEBRANTADO,DEMANDA,2025-03-25 00:00:00,2025-12-15 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,54080,29,2025,7009.321667,-4.084675183,1.441381295
2312,ACTIVO,ACTIVO,2024-07-22 00:00:00,2027-07-19 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,56614,26,2024,7008.98,-0.527833046,-0.147562105
2313,ACTIVO,ACTIVO,2024-09-13 00:00:00,2027-09-10 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,13200,45,2024,7008.325,-0.527833046,-0.157283169
2314,ACTIVO,RECUPERACION,2025-01-24 00:00:00,2029-01-19 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,55615,40,2026,7000,1.013465213,1.183617484
2315,ACTIVO,ACTIVO,2023-09-20 00:00:00,2026-09-16 00:00:00,30,TIJUANA,ICE,UBER,22666,26,2024,6992.558571,-0.527833046,-0.979161176
2316,ACTIVO,ACTIVO,2025-05-16 00:00:00,2029-05-11 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,56344,44,2026,6992.508333,1.013465213,1.177104373
2317,ACTIVO,PERDIDA O ROBO TOTAL,2024-02-26 00:00:00,2027-02-22 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,54040,34,2024,6992.438333,-0.527833046,-0.907833046
2318,ACTIVO,ACTIVO,2023-08-30 00:00:00,2026-08-26 00:00:00,28,CDMX Y AREA METROPOLITANA,ICE,UBER,15020,44,2023,6991.586667,-0.527833046,-1.220950657
2319,ACTIVO,ACTIVO,2025-04-16 00:00:00,2028-11-15 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,13540,44,2025,6987.655,0.391017839,1.1522942
2320,ACTIVO,ACTIVO,2024-09-30 00:00:00,2027-09-27 00:00:00,29.75,NUEVO LEON,ICE,UBER,66612,52,2024,6985.691667,-0.527833046,-0.791471523
2321,REESTRUCTURADO,ACTIVO,2023-06-21 00:00:00,2024-03-21 00:00:00,27,CDMX Y AREA METROPOLITANA,ICE,UBER,54040,55,2023,6985.303333,-0.527833046,-1.517206807
2322,ACTIVO,RECUPERACION,2025-05-16 00:00:00,2029-02-16 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,8500,52,2025,6984.203333,0.657781,1.567962917
2323,ACTIVO,RECUPERACION,2024-11-15 00:00:00,2028-11-10 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,55767,54,2025,6981.973333,1.013465213,0.078528895
2324,ACTIVO,ACTIVO,2025-03-21 00:00:00,2029-03-16 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,57719,44,2025,6980.146667,1.013465213,1.494236584
2325,ACTIVO,ACTIVO,2024-07-19 00:00:00,2027-07-16 00:00:00,29.75,JALISCO,ICE,UBER,45406,28,2024,6978.83,-0.527833046,-1.195869173
2326,REESTRUCTURADO,ACTIVO,2025-02-21 00:00:00,2025-11-27 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,54957,47,2025,6977.822857,-0.527833046,-0.62781549
2327,REESTRUCTURADO,ACTIVO,2023-08-10 00:00:00,2025-06-24 00:00:00,28,CDMX Y AREA METROPOLITANA,ICE,UBER,13210,48,2023,6977.5775,-0.527833046,-1.950752367
2328,ACTIVO,ACTIVO,2024-02-21 00:00:00,2027-02-17 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,56512,34,2024,6975.845,-0.527833046,-0.170057546
2329,ACTIVO,ACTIVO,2025-03-21 00:00:00,2029-03-16 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,55767,39,2025,6975.225,1.013465213,-0.184560449
2330,ACTIVO,RECUPERACION,2024-05-16 00:00:00,2027-05-13 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,57000,34,2024,6973.881667,-0.527833046,-0.838197499
2331,ACTIVO,RECUPERACION,2025-01-31 00:00:00,2029-01-26 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,7510,57,2026,6970.83,1.013465213,2.152419031
2332,TERMINADO,RECUPERACION,2024-07-26 00:00:00,2025-11-03 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,1296,39,2025,6970.063333,1.013465213,0.20345758
2333,ACTIVO,RECUPERACION,2024-04-18 00:00:00,2027-04-15 00:00:00,29.75,JALISCO,ICE,UBER,44770,34,2024,6967.213333,-0.527833046,-1.103838732
2334,ACTIVO,RECUPERACION,2024-12-06 00:00:00,2028-12-01 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,9900,54,2025,6964.677143,1.013465213,1.607422993
2335,ACTIVO,ACTIVO,2025-03-21 00:00:00,2029-03-16 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,55430,53,2025,6963.776667,1.013465213,1.487982722
2336,ACTIVO,ACTIVO,2024-07-05 00:00:00,2028-06-30 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,1296,42,2025,6962.556667,1.013465213,0.886904334
2337,ACTIVO,ACTIVO,2024-12-13 00:00:00,2027-09-17 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,54910,62,2023,6961.47,-0.88351726,-1.174471869
2338,ACTIVO,RECUPERACION,2025-03-25 00:00:00,2029-03-20 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,52940,53,2026,6961.438333,1.013465213,1.494236584
2339,ACTIVO,ACTIVO,2024-10-31 00:00:00,2027-10-28 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,16457,40,2024,6960.905,-0.527833046,-0.339020125
2340,ACTIVO,ACTIVO,2024-03-27 00:00:00,2027-03-24 00:00:00,29.75,JALISCO,ICE,UBER,45650,38,2024,6956.438333,-0.527833046,-1.244813873
2341,ACTIVO,ACTIVO,2024-11-15 00:00:00,2027-11-12 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,2160,42,2024,6954.812857,-0.527833046,-0.339020125
2342,QUEBRANTADO,RECUPERACION,2025-03-25 00:00:00,2025-06-23 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,53680,30,2022,6953.825,1.013465213,-0.000550198
2343,ACTIVO,RECUPERACION,2025-06-13 00:00:00,2029-06-08 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,53680,30,2026,6953.825,1.013465213,-0.000550198
2344,ACTIVO,ACTIVO,2024-06-21 00:00:00,2027-06-18 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,9870,29,2024,6953.008571,-0.527833046,-0.857933985
2345,REESTRUCTURADO,ACTIVO,2024-03-22 00:00:00,2024-05-08 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,2459,53,2024,6951.59,1.013465213,0.307030755
2346,ACTIVO,ACTIVO,2025-06-27 00:00:00,2029-06-22 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,13278,58,2025,6951.375,1.013465213,1.177104373
2347,ACTIVO,ACTIVO,2024-11-22 00:00:00,2028-11-17 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,54050,55,2025,6949.603333,1.013465213,1.343887397
2348,ACTIVO,RECUPERACION,2023-11-22 00:00:00,2026-11-18 00:00:00,28,CDMX Y AREA METROPOLITANA,ICE,UBER,16100,58,2024,6941.941429,-0.527833046,-1.001644078
2349,ACTIVO,RECUPERACION,2025-02-28 00:00:00,2029-02-23 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,DIDI,55310,31,2026,6939.565,1.013465213,1.494236584
2350,QUEBRANTADO,PERDIDA O ROBO TOTAL,2023-11-29 00:00:00,2025-04-02 00:00:00,28,CDMX Y AREA METROPOLITANA,ICE,UBER,53220,46,2020,6936.9,-1.92092955,-2.125027104
2351,ACTIVO,ACTIVO,2025-01-31 00:00:00,2027-12-31 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,54477,59,2024,6935.106667,-0.646394451,-0.824488464
2352,ACTIVO,RECUPERACION,2024-09-30 00:00:00,2028-09-25 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,DIDI,55130,52,2025,6929.135,1.013465213,1.396594492
2353,ACTIVO,ACTIVO,2024-10-31 00:00:00,2027-10-28 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,9680,40,2024,6927.301667,-0.527833046,-0.852913318
2354,ACTIVO,RECUPERACION,2023-02-15 00:00:00,2026-02-11 00:00:00,26,QUERETARO,ICE,UBER,76116,38,2023,6925.206667,-0.527833046,-1.129284908
2355,ACTIVO,RECUPERACION,2024-07-12 00:00:00,2027-07-09 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,Uber,15000,40,2024,6925.105,-0.527833046,-0.857933985
2356,REESTRUCTURADO,ACTIVO,2024-06-28 00:00:00,2024-10-17 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,7440,43,2025,6924.574286,1.013465213,0.804282569
2357,ACTIVO,RECUPERACION,2024-07-19 00:00:00,2028-07-14 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,54745,55,2025,6924.165,1.013465213,0.971084102
2358,ACTIVO,ACTIVO,2024-12-06 00:00:00,2027-11-05 00:00:00,30.75,TIJUANA,ICE,UBER,22163,45,2024,6921.163333,-0.646394451,-1.006922084
2359,ACTIVO,ACTIVO,2023-04-12 00:00:00,2026-04-08 00:00:00,27,CDMX Y AREA METROPOLITANA,HEV,UBER,11470,46,2023,6920.178333,-0.527833046,-0.274261947
2360,ACTIVO,ACTIVO,2025-03-14 00:00:00,2028-03-10 00:00:00,29.75,JALISCO,ICE,UBER,45180,47,2025,6915.096667,-0.527833046,-0.40833982
2361,ACTIVO,RECUPERACION,2025-04-11 00:00:00,2029-04-06 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,62515,46,2025,6912.848333,1.013465213,1.177104373
2362,ACTIVO,ACTIVO,2025-04-30 00:00:00,2029-03-28 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,53427,39,2024,6911.515714,0.894903809,1.197707332
2363,ACTIVO,ACTIVO,2025-06-25 00:00:00,2029-06-20 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,53140,48,2026,6911.103333,1.013465213,-0.000550198
2364,ACTIVO,ACTIVO,2025-03-14 00:00:00,2028-03-10 00:00:00,29.75,JALISCO,ICE,UBER,44700,34,2025,6906.79,-0.527833046,-0.40833982
2365,REESTRUCTURADO,ACTIVO,2024-10-31 00:00:00,2025-08-22 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,7880,42,2024,6905.495,-0.527833046,-0.55917992
2366,ACTIVO,ACTIVO,2024-10-31 00:00:00,2027-10-28 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,16880,39,2024,6904.841667,-0.527833046,-0.443964896
2367,ACTIVO,ACTIVO,2024-08-23 00:00:00,2028-08-18 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,7920,38,2025,6902.683333,1.013465213,0.737245125
2368,ACTIVO,ACTIVO,2024-09-06 00:00:00,2027-09-03 00:00:00,29.75,JALISCO,ICE,UBER,45410,49,2024,6900.396667,-0.527833046,-1.046883701
2369,ACTIVO,RECUPERACION,2025-03-21 00:00:00,2029-03-16 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,55117,31,2026,6900.08,1.013465213,1.487982722
2370,ACTIVO,ACTIVO,2025-02-28 00:00:00,2028-09-22 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,DIDI,54189,40,2025,6897.951667,0.361377488,1.046834154
2371,ACTIVO,ACTIVO,2025-04-30 00:00:00,2028-04-26 00:00:00,30.75,TIJUANA,ICE,UBER,22205,42,2025,6896.173333,-0.527833046,-0.60170501
2372,ACTIVO,RECUPERACION,2025-01-31 00:00:00,2028-01-28 00:00:00,30.75,BAJA CALIFORNIA,ICE,UBER,22127,40,2026,6895.991667,-0.527833046,-0.668964207
2373,ACTIVO,ACTIVO,2023-11-29 00:00:00,2026-11-25 00:00:00,29,JALISCO,ICE,UBER,45412,52,2024,6895.975,-0.527833046,-1.262522819
2374,ACTIVO,ACTIVO,2024-08-16 00:00:00,2028-08-11 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,7969,50,2025,6893.131429,1.013465213,1.053487935
2375,ACTIVO,ACTIVO,2024-10-18 00:00:00,2027-10-15 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,56587,36,2024,6889.951429,-0.527833046,-0.339020125
2376,ACTIVO,RECUPERACION,2025-04-30 00:00:00,2028-07-12 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,2130,27,2026,6887.788333,-0.201789183,0.670125166
2377,ACTIVO,ACTIVO,2024-08-30 00:00:00,2027-08-27 00:00:00,29.75,JALISCO,ICE,UBER,45059,60,2024,6885.598333,-0.527833046,-1.046883582
2378,ACTIVO,ACTIVO,2024-07-05 00:00:00,2027-07-02 00:00:00,28.75,CDMX Y AREA METROPOLITANA,HEV,UBER,56577,41,2024,6885.496667,-0.527833046,-0.248521534
2379,ACTIVO,ACTIVO,2025-01-24 00:00:00,2029-01-19 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,57710,24,2025,6884.118333,1.013465213,2.137946101
2380,ACTIVO,ACTIVO,2025-05-28 00:00:00,2028-05-24 00:00:00,29.75,JALISCO,ICE,DIDI,45693,38,2025,6875.356667,-0.527833046,-0.409562864
2381,ACTIVO,ACTIVO,2023-10-10 00:00:00,2026-10-06 00:00:00,28,CDMX Y AREA METROPOLITANA,ICE,UBER,13210,55,2024,6874.93,-0.527833046,-0.972308927
2382,TERMINADO,TERMINADO,2023-01-04 00:00:00,2025-12-20 00:00:00,26,CDMX Y AREA METROPOLITANA,ICE,UBER,9840,38,2023,6874.476667,-0.527833046,-1.043029595
2383,ACTIVO,ACTIVO,2024-06-07 00:00:00,2028-06-02 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,1400,35,2024,6870.746667,1.013465213,0.991824507
2384,ACTIVO,RECUPERACION,2025-03-28 00:00:00,2029-03-23 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,DIDI,14490,42,2025,6868.613333,1.013465213,1.388525887
2385,ACTIVO,ACTIVO,2024-11-15 00:00:00,2027-09-10 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,53970,50,2024,6858.741429,-0.794596206,-0.233923338
2386,QUEBRANTADO,DEMANDA,2024-09-30 00:00:00,2025-10-07 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,54960,38,2025,6858.561429,-3.640069916,0.078528895
2387,ACTIVO,ACTIVO,2024-12-20 00:00:00,2028-12-15 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,DIDI,56390,54,2025,6856.928333,1.013465213,1.582456625
2388,ACTIVO,ACTIVO,2025-07-31 00:00:00,2028-03-02 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,14720,46,2024,6856.055,-1.15028042,-1.303847315
2389,QUEBRANTADO,PERDIDA O ROBO TOTAL,2024-01-31 00:00:00,2025-04-02 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,43815,54,2024,6855.59,-0.527833046,-1.337392308
2390,ACTIVO,ACTIVO,2024-02-21 00:00:00,2027-02-17 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,53218,37,2024,6852.226667,-0.527833046,-0.170057546
2391,ACTIVO,ACTIVO,2025-01-10 00:00:00,2028-01-07 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,12200,27,2025,6851.276667,-0.527833046,-0.721871441
2392,ACTIVO,RECUPERACION,2024-06-28 00:00:00,2028-06-23 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,15670,25,2025,6847.32,1.013465213,0.834444308
2393,ACTIVO,ACTIVO,2023-07-27 00:00:00,2026-07-23 00:00:00,28,CDMX Y AREA METROPOLITANA,ICE,UBER,55220,32,2023,6842.1575,-0.527833046,-1.220950657
2394,ACTIVO,ACTIVO,2023-09-20 00:00:00,2026-09-16 00:00:00,30,TIJUANA,ICE,UBER,22163,38,2024,6840.23375,-0.527833046,-1.083587211
2395,ACTIVO,ACTIVO,2024-10-11 00:00:00,2027-10-08 00:00:00,29.75,JALISCO,ICE,UBER,44700,51,2024,6838.791667,-0.527833046,-0.432273849
2396,ACTIVO,ACTIVO,2024-07-05 00:00:00,2027-07-02 00:00:00,28.75,CDMX Y AREA METROPOLITANA,HEV,UBER,9770,34,2024,6831.327143,-0.527833046,-0.248521534
2397,ACTIVO,RECUPERACION,2024-11-29 00:00:00,2028-11-24 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,56512,55,2025,6830.9,1.013465213,1.607422993
2398,ACTIVO,ACTIVO,2023-07-27 00:00:00,2026-07-23 00:00:00,28,QUERETARO,ICE,UBER,76179,59,2023,6826.18625,-0.527833046,-1.174648125
2399,ACTIVO,RECUPERACION,2025-06-27 00:00:00,2029-06-22 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,6720,48,2025,6825.698333,1.013465213,1.177104373
2400,ACTIVO,PERDIDA O ROBO TOTAL,2025-04-04 00:00:00,2029-03-30 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,DIDI,57185,46,2025,6825.631667,1.013465213,1.494236584
2401,ACTIVO,RECUPERACION,2024-11-29 00:00:00,2028-11-24 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,DIDI,55070,51,2025,6823.976667,1.013465213,1.396594492
2402,ACTIVO,ACTIVO,2024-05-29 00:00:00,2027-05-26 00:00:00,29.75,NUEVO LEON,ICE,UBER,66354,57,2024,6816.668571,-0.527833046,-0.810904576
2403,ACTIVO,ACTIVO,2024-01-31 00:00:00,2027-01-27 00:00:00,29.75,JALISCO,ICE,UBER,45130,37,2024,6815.988333,-0.527833046,-1.454106343
2404,ACTIVO,RECUPERACION,2024-12-20 00:00:00,2028-12-15 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,9830,51,2025,6814.516667,1.013465213,1.793285125
2405,ACTIVO,ACTIVO,2024-05-21 00:00:00,2027-05-18 00:00:00,29.75,JALISCO,ICE,UBER,45606,21,2024,6814.151667,-0.527833046,-1.103838732
2406,ACTIVO,ACTIVO,2025-01-31 00:00:00,2028-01-28 00:00:00,28.75,CDMX Y AREA METROPOLITANA,ICE,UBER,55720,39,2025,6812.261667,-0.527833046,-0.730212312
2407,ACTIVO,ACTIVO,2024-02-29 00:00:00,2028-02-24 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,56335,41,2024,6812.062857,1.013465213,0.689899268
2408,ACTIVO,RECUPERACION,2024-12-20 00:00:00,2028-12-15 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,54935,51,2025,6811.843333,1.013465213,1.793285125
2409,ACTIVO,RECUPERACION,2025-02-28 00:00:00,2029-02-23 00:00:00,29.75,CDMX Y AREA METROPOLITANA,EV,UBER,55540,31,2025,6810.703333,1.013465213,1.487982722
